11	a1ffb6cca8cf62131a34aef9862f5c20	Pain Killer	Sarkodie ft. Runtown 	Tspize	2017-06-05	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fpain%20killer.jpeg?alt=media&token=fcb7215f-7c5b-42ed-89cc-99b5d9cff7c4	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fpain%20killer.mpeg?alt=media&token=04c1e3cc-ec8b-4fb6-893f-e47d29717235	10	11	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
12	0274a23bdf2774dbcd37bf5009dec577	Double Trouble	Vision Dj ft. King Promise Sarkodie 	Kuvie	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FDouble%20Trouble.jpeg?alt=media&token=1fe99a7c-bb92-4937-ad9c-699cc8fe5e62	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FDouble%20Trouble.mp3?alt=media&token=e02d6856-219d-42fa-aa1d-8bde6ec31682	10	12	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
13	64fa20dec44e16d668254005dd686002	Oh Yeah	King Promise 	kill beatz	2017-06-03	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Foh%20yeah.jpeg?alt=media&token=852925a3-5f56-4e3b-bddd-2edc9c222f94	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Foh%20yeah.mp3?alt=media&token=1350b1e1-2803-49db-9dd9-355724cd1bad	9	13	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
14	17e89b00bd3c3573f5e1011df643d63f	Confession	Kofi Kinaata 	Kin Dee	2016-06-04	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fconfession.jpeg?alt=media&token=5d5b1fe2-a6c3-44fb-ba22-df2d9365bd1e	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fconfession.mpeg?alt=media&token=2f21503a-d938-4195-89b1-506408e2460f	9	14	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
15	2dee3de4895fbe17dd5b2399f68a75d0	Diana	Tekno 	Kriz beatz, selebobo	2017-06-05	Afro Pop	/images/logo/logo-sm-dark.png	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fdiana.mp3?alt=media&token=01d0a0cb-8a94-44fb-9bd8-0eea570b4e74	9	15	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
16	90c75d3f647222e77a410bfa9c16b919	Come From Far (wogb3 J3 K3)	Stonebwoy 	Mix Masta Garzy	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2F1510241211?alt=media&token=617c62c8-4ab5-4278-acde-9b353cf9d80b	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fcome%20from%20far%20(Wogb3%20j3%20k3).mp3?alt=media&token=772d959c-af9a-4e59-a9f5-2d0ba68fb606	9	16	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
17	ab9b1e683b08729a16a23d60135c0c4b	Amponsah	Akoo Nana 	Dr Ray	2017-06-07	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Famponsah.jpeg?alt=media&token=18291d91-3c09-4a16-bfd4-ca989dae16a1	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Famponsah.mp3?alt=media&token=e6fc5779-9452-41de-b07d-40a5a6fd278d	9	17	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
18	b4a57793fb85234d97f77c3fac538fea	Ladder	Lil Win ft. Odehyieba 	Slo Deezy	2017-06-05	Gospel, High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FLadder.jpeg?alt=media&token=25932a84-98c0-4aee-aeed-694dbcf94362	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FLadder.mp3?alt=media&token=8b523778-deaf-4156-b494-88b71472f43d	8	18	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
19	57837f991d81bb5bec485ae0292b403c	Forgetti	Shatta Wale ft. Militants Natty Lee Pope Skinny 	Willis Beat	2017-06-05	Afro Pop, Dance Hall	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FForgetti.jpeg?alt=media&token=f827ab6f-1f1c-4b36-9b75-857310716f71	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FForgetti.mp3?alt=media&token=fa299774-28e6-4fba-aed9-6a52c838cae9	8	19	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
20	2038a818887642a6e311efb78ab8e9fb	Na Wash	Becca ft. Patoranking 	unknown	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fna%20wash.png?alt=media&token=9d4b8f24-96e6-4692-96c4-fce57863fc4d	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fna%20wash.mp3?alt=media&token=21b90e11-fabc-40d9-9741-a3fe02a56ea9	8	20	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
21	96eec0b3e302ee824357e18e646c884c	Alhaji	Vvip ft. Patoranking 	Mix Masta Garzy	2017-06-08	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FAlhaji.jpeg?alt=media&token=32576600-94e7-49d6-b943-11cc6b354825	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FAlhaji.mp3?alt=media&token=ace97dbf-1b28-422d-89a7-1cea8de933b3	7	21	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
22	73e78d466f8b291f101707652411db4d	Hosanna	Shatta Wale ft. Burna Boy 	DaMaker	2017-06-05	Dance Hall	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fhosanna.jpeg?alt=media&token=3d1afc21-5a38-425e-a130-1bcecd6c1d20	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fhosanna.mpeg?alt=media&token=0060bc08-dfbd-4fa4-9a6c-7cf1edd02912	7	22	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
23	1ffef91809e348010b00736b11007898	My Name	Stonebwoy 	Armz House Records	2017-06-05	Afro Pop, Dance Hall	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fmy%20name.jpeg?alt=media&token=7232f829-42e9-4f05-a1fa-c84160acfb5e	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fmy%20name.mp3?alt=media&token=93570ea2-ded0-47f0-8936-5645d5a75135	7	23	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
24	2af50f216ffd5da1a98ef157fe06fe8e	Grind	Vision Dj ft. A. I. 	Kuvie	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FGrind.png?alt=media&token=5c6481ed-ecd2-4894-b3d0-17ce3b19bb64	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FGrind.mp3?alt=media&token=7de9d654-ec7b-4e91-921d-c9bf818875a6	6	24	0	0	1	1	2017-11-27	2017-11-27 11:45:47	2017-11-27 11:45:47
25	512d4ed66d02fc5ef664acfe85442376	No Kissing Baby	Patoranking ft. Sarkodie 	unknown	2017-06-09	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FNo%20Kissing%20Baby.jpeg?alt=media&token=ff8c0c00-e47d-4006-813a-1f4fe0735709	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FNo%20Kissing%20Baby.mpeg?alt=media&token=4fb0622f-2cb6-458a-a899-10d693c089cb	12	1	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
26	fe161eff080325f8de10b3e97bb42877	Fall	Davido 	Kiddominant	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FFall.jpeg?alt=media&token=fa8838f4-e5a3-4603-b2e7-3e0b7662cab3	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FFall.mp3?alt=media&token=6a8343e0-5ea4-4dfe-9111-244947f56fb3	11	2	3	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
27	7af9c72fe28b174858e1e15fc6e0fe4d	Yawa	Tekno 	unknown	2017-06-11	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FYawa.jpeg?alt=media&token=b91fa381-4574-4985-9af0-a384954a321e	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FYawa.mp3?alt=media&token=5acba954-1aad-4530-8b13-eec6056b64b8	10	3	8	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
28	e928d42918826b8b32e6dcb9976ed912	Sponsor	Ebony 	Willis Beat	2017-06-19	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fsponsor.jpeg?alt=media&token=d559bcd0-18a9-4ce2-8729-0f4a2983120e	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fsponsor.mp3?alt=media&token=111ec7cb-ecba-4a3f-8073-b4bd42dad446	10	4	1	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
29	64fa20dec44e16d668254005dd686002	Oh Yeah	King Promise 	kill beatz	2017-06-03	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Foh%20yeah.jpeg?alt=media&token=852925a3-5f56-4e3b-bddd-2edc9c222f94	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Foh%20yeah.mp3?alt=media&token=1350b1e1-2803-49db-9dd9-355724cd1bad	8	5	13	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
30	a0cd0bd1a25622b6973c40e8c2da2469	Mad Over You	Runtown 	Del'B	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FMad%20Over%20You.jpeg?alt=media&token=ebb4c9da-3e96-406f-89fa-5d9f634fbb6b	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FMad%20Over%20You.mp3?alt=media&token=9fc810dd-f9cd-4c51-b43d-955786af2da4	8	6	6	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
31	ef5594bd605db1a89b3819836b952196	If	Davido 	Tekno	2017-06-05	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fif.jpeg?alt=media&token=73d4074f-e1ea-49c2-864b-0aa1e4350818	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fif.mpeg?alt=media&token=be8dad39-35e4-48aa-9f2a-edfe7f81eb9f	6	7	4	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
32	57837f991d81bb5bec485ae0292b403c	Forgetti	Shatta Wale ft. Militants Natty Lee Pope Skinny 	Willis Beat	2017-06-05	Afro Pop, Dance Hall	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FForgetti.jpeg?alt=media&token=f827ab6f-1f1c-4b36-9b75-857310716f71	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FForgetti.mp3?alt=media&token=fa299774-28e6-4fba-aed9-6a52c838cae9	6	8	19	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
33	a1ffb6cca8cf62131a34aef9862f5c20	Pain Killer	Sarkodie ft. Runtown 	Tspize	2017-06-05	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fpain%20killer.jpeg?alt=media&token=fcb7215f-7c5b-42ed-89cc-99b5d9cff7c4	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fpain%20killer.mpeg?alt=media&token=04c1e3cc-ec8b-4fb6-893f-e47d29717235	6	9	11	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
34	73e78d466f8b291f101707652411db4d	Hosanna	Shatta Wale ft. Burna Boy 	DaMaker	2017-06-05	Dance Hall	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fhosanna.jpeg?alt=media&token=3d1afc21-5a38-425e-a130-1bcecd6c1d20	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fhosanna.mpeg?alt=media&token=0060bc08-dfbd-4fa4-9a6c-7cf1edd02912	5	10	22	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
35	2dee3de4895fbe17dd5b2399f68a75d0	Diana	Tekno 	Kriz beatz, selebobo	2017-06-05	Afro Pop	/images/logo/logo-sm-dark.png	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fdiana.mp3?alt=media&token=01d0a0cb-8a94-44fb-9bd8-0eea570b4e74	5	11	15	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
36	f1a25e20ac51682989cf3d6ef2a22271	Explain	E. L. 	Mix Masta Garzy	2017-06-04	Afro Pop, Hip Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fexplain.png?alt=media&token=25878f1b-f1ba-428a-b757-e829d091d38f	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fexplain.mpeg?alt=media&token=e1ca35ff-7c3b-4b8c-8e28-679f069a054a	5	12	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
37	c1bd959dd4c3356c516f6b05237ef2f4	Boys Boys	Nacee ft. Guru 	nacee	2017-06-03	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fboys%20boys.jpeg?alt=media&token=39d4c609-29a2-46d7-852b-eb72f20eb603	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fboys%20boys.mpeg?alt=media&token=d7aee31e-2960-4206-a62f-2c2b9483881a	5	13	2	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
38	4e9d16102eed76376405f180014d85be	R. N. S.	Sarkodie 	MOG Beatz	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FR.%20n.%20s..jpeg?alt=media&token=464cbd36-eee4-4ce2-b2eb-30c36ad6ce85	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FR.%20n.%20s..mpeg?alt=media&token=2e3b1311-0609-47f0-a85d-14fcd3775eee	4	14	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
39	85491c061b17aa584ee774f480ca50b3	Olele	Dj Mic Smith ft. Cabum Yaa Pono Zeal 	Cabum	2017-06-23	Hip Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Folele.jpeg?alt=media&token=e3325fd8-a835-46b4-ad43-59a913fe127e	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Folele.mp3?alt=media&token=453a8026-90e8-4098-a6f4-e540a87bda29	4	15	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
40	b2e3bc535fa3a793286979c8ccefdd93	Naadu	Akwaboah Jnr 	Skinny Willis	2017-06-09	Afro Pop	/images/logo/logo-sm-dark.png	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fnaadu.mp3?alt=media&token=5c3a474b-1678-498b-8899-6274be1771f7	4	16	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
41	96eec0b3e302ee824357e18e646c884c	Alhaji	Vvip ft. Patoranking 	Mix Masta Garzy	2017-06-08	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FAlhaji.jpeg?alt=media&token=32576600-94e7-49d6-b943-11cc6b354825	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FAlhaji.mp3?alt=media&token=ace97dbf-1b28-422d-89a7-1cea8de933b3	4	17	21	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
42	1618ef1b29045573b6607003df474ea1	Particula	Major Lazer ft. Ice Prince Jidenna Nasty C Patoranking 	unknown	2017-06-15	Hip Hop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FParticula.jpeg?alt=media&token=d508f756-41b1-4647-a8da-45c929bd30d5	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FParticula.mpeg?alt=media&token=c66635e3-5c88-49db-b060-823b7191dea7	4	18	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
43	d7b6db14a90b51a8208f10b602c850eb	Qualities	Gallaxy 	MOG Beatz	2017-06-06	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fqualities.jpeg?alt=media&token=6cd88c62-ad32-4434-bc86-159b39379d89	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fqualities.mp3?alt=media&token=ae54f3b3-0d1e-4b76-b584-3f869150a8a7	4	19	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
44	ab9b1e683b08729a16a23d60135c0c4b	Amponsah	Akoo Nana 	Dr Ray	2017-06-07	High Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Famponsah.jpeg?alt=media&token=18291d91-3c09-4a16-bfd4-ca989dae16a1	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Famponsah.mp3?alt=media&token=e6fc5779-9452-41de-b07d-40a5a6fd278d	4	20	17	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
45	0e134ff428f6dec4220cda85bdc66eeb	Gboza	Sarkodie 	MOG Beatz, Possi Gee	2017-06-05	Hip Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2Fgboza.jpeg?alt=media&token=3a299dee-4bbd-4933-beb7-e385963acc7c	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fgboza.mpeg?alt=media&token=d5d00db5-09ce-4f0e-9bac-2fda406872c3	4	21	10	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
46	ed2142445f49ef4011d30f7bc9836450	Dedication	Ayigbe Edem ft. Magnom 	b2, magnom	2017-06-06	Hip Life	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2Fsongs%2FDedication.jpeg?alt=media&token=dc959f49-fe8c-4971-9a8f-cdaa415bfc22	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2FDedication.mpeg?alt=media&token=32a8873b-c0bd-4cfb-be1b-973cee612c9d	4	22	0	0	1	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
47	90c75d3f647222e77a410bfa9c16b919	Come From Far (wogb3 J3 K3)	Stonebwoy 	Mix Masta Garzy	2017-06-05	Afro Pop	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/images%2F1510241211?alt=media&token=617c62c8-4ab5-4278-acde-9b353cf9d80b	https://firebasestorage.googleapis.com/v0/b/qisimah-4403d.appspot.com/o/audios%2Fsongs%2Fcome%20from%20far%20(Wogb3%20j3%20k3).mp3?alt=media&token=772d959c-af9a-4e59-a9f5-2d0ba68fb606	4	23	16	0	2	1	2017-11-27	2017-11-27 11:47:30	2017-11-27 11:47:30
